;BUSINESSPARTNERID2;FIRSTCONTACTDATE2;BUSINESSPARTNERCATEGORY2;GIVENNAMES;LASTNAME;CONSULTATION;GENDER;NAMEATBIRTH;DATEOFBIRTH;PLACEOFBIRTH;MARITALSTATUS;EDUCATIONLEVEL;ISHOMEOWNER;NUMBERHOUSEHOLDMEMBERS;CHILDRENATHOMEINDICATOR
969;5231;12.02.2017;Individual;Rachel;Maclead;;female;Maclead;17.05.1974;;Single;Bachelor;0;1;0
970;5486;23.07.2012;Individual;Kayla;Paprocki;;female;Paprocki;16.02.1975;;Single;SmeCollege;0;1;1
971;5232;25.09.2013;Individual;Sarah;Maclead;;female;Maclead;01.12.1979;;Married;HighSchool;0;3;0
972;5029;19.02.2014;Individual;Rachel;Jackson;;female;Jackson;17.02.1973;;Single;Bachelor;0;4;0
973;5487;01.07.2012;Individual;Nicole;Paprocki;;female;Paprocki;31.07.1966;;Married;HighSchool;0;3;1
974;5233;15.06.2017;Individual;Shelby;Maclead;;female;Maclead;10.11.1983;;Married;Bachelor;1;3;1
975;5030;31.03.2012;Individual;Sarah;Jackson;;female;Jackson;22.02.1958;;Single;Master;0;4;0
976;5488;27.04.2012;Individual;Alexandra;Poquette;;female;Poquette;21.10.1964;;Married;SmeCollege;1;4;0
977;5234;18.02.2014;Individual;Elizabeth;Morasca;;female;Morasca;22.03.1978;;Single;Master;1;1;1
978;5031;29.05.2013;Individual;Shelby;Jackson;;female;Jackson;30.07.1965;;Married;HighSchool;0;2;0
979;5489;11.01.2016;Individual;Taylor;Thompson;;female;Thompson;15.03.1972;;Married;9thGrade;1;3;0
980;5235;04.07.2013;Individual;Megan;Morasca;;female;Morasca;24.06.1984;;Married;9thGrade;1;3;1
981;5032;21.10.2015;Individual;Courtney;Johnson;;female;Johnson;01.07.1962;;Married;SmeCollege;1;2;1
982;5490;02.07.2013;Individual;Haley;Tollner;;female;Tollner;15.05.1977;;Single;9thGrade;1;2;1
983;5236;04.04.2012;Individual;Olivia;Morasca;;female;Morasca;12.01.1978;;Married;HighSchool;0;2;0
984;5033;20.04.2016;Individual;Kelsey;Johnson;;female;Johnson;26.03.1969;;Married;Master;0;1;0
985;5491;13.12.2016;Individual;Kimberly;Tollner;;female;Tollner;07.01.1965;;Single;9thGrade;1;4;0
986;5237;22.03.2016;Individual;Mary;Smith;;female;Smith;23.01.1980;;Married;HighSchool;1;4;0
987;5034;03.02.2013;Individual;Mary;Johnson;;female;Johnson;28.07.1980;;Single;AssocDgree;0;1;1
988;5492;15.05.2015;Individual;Elizabeth;Butt;;female;Butt;27.01.1967;;Single;Bachelor;0;1;1
989;5035;21.10.2016;Individual;Amber;Miller;;female;Miller;12.06.1965;;Single;Bachelor;0;4;0
990;5238;16.11.2012;Individual;Samantha;Smith;;female;Smith;30.12.1961;;Married;HighSchool;0;1;1
991;5493;03.05.2017;Individual;Megan;Butt;;female;Butt;29.10.1981;;Married;HighSchool;0;3;0
992;5036;12.04.2014;Individual;Brianna;Miller;;female;Miller;24.12.1974;;Married;HighSchool;0;4;1
993;5494;23.11.2014;Individual;Olivia;Butt;;female;Butt;17.05.1987;;Single;9thGrade;0;3;1
994;5239;02.04.2015;Individual;Victoria;Smith;;female;Smith;03.06.1982;;Single;Master;1;3;1
995;5037;06.05.2013;Individual;Jasmine;Miller;;female;Miller;18.12.1970;;Single;Bachelor;0;2;0
996;5495;28.06.2016;Individual;Olivia;Hernandez;;female;Hernandez;01.07.1975;;Single;HighSchool;0;2;0
997;5038;12.02.2013;Individual;Katherine;Miller;;female;Miller;23.01.1985;;Single;HighSchool;1;4;1
998;5240;02.02.2017;Individual;Haley;Taylor;;female;Taylor;08.06.1969;;Married;Bachelor;0;1;1
999;5496;30.03.2015;Individual;Alexis;Jackson;;female;Jackson;08.06.1976;;Married;AssocDgree;1;1;1
1000;5039;17.01.2014;Individual;Lauren;Miller;;female;Miller;14.01.1982;;Married;HighSchool;1;1;1
1001;5497;15.07.2016;Individual;Allison;Jackson;;female;Jackson;12.11.1981;;Single;HighSchool;1;4;1
1002;5241;05.09.2016;Individual;Kimberly;Taylor;;female;Taylor;11.12.1966;;Single;Bachelor;0;4;1
1003;5040;18.03.2016;Individual;Madison;Miller;;female;Miller;09.02.1981;;Married;SmeCollege;1;1;0
1004;5498;14.02.2012;Individual;Amanda;Jackson;;female;Jackson;28.05.1974;;Single;SmeCollege;0;4;1
1005;5041;06.03.2014;Individual;Rachel;Miller;;female;Miller;13.10.1969;;Married;HighSchool;1;1;1
1006;5242;12.02.2016;Individual;Emily;Williams;;female;Williams;17.08.1970;;Single;SmeCollege;1;3;1
1007;5499;02.06.2012;Individual;Anna;Jackson;;female;Jackson;23.02.1982;;Married;Bachelor;0;2;0
1008;5042;01.08.2016;Individual;Elizabeth;Garufi;;female;Garufi;21.05.1987;;Married;HighSchool;0;3;1
1009;5500;07.02.2015;Individual;Danielle;Jackson;;female;Jackson;13.10.1984;;Married;HighSchool;1;1;0
1010;5043;16.10.2015;Individual;Victoria;White;;female;White;06.11.1975;;Single;AssocDgree;1;3;1
1011;5243;21.11.2015;Individual;Morgan;Williams;;female;Williams;29.09.1975;;Single;9thGrade;0;3;0
1012;5501;02.10.2013;Individual;Hannah;Jackson;;female;Jackson;01.06.1981;;Married;Bachelor;0;4;1
1013;5044;18.09.2013;Individual;Ashley;Whobrey;;female;Whobrey;11.01.1982;;Single;Master;0;2;1
1014;5502;09.09.2015;Individual;Melissa;Jackson;;female;Jackson;20.12.1977;;Married;HighSchool;0;1;1
1015;5244;30.06.2016;Individual;Jasmine;Davis;;female;Davis;13.10.1968;;Married;HighSchool;0;2;0
1016;5045;26.03.2017;Individual;Jessica;Whobrey;;female;Whobrey;08.02.1983;;Married;Master;1;2;0
1017;5503;26.06.2012;Individual;Courtney;Martinez;;female;Martinez;18.09.1976;;Single;Master;0;1;0
1018;5046;16.04.2012;Individual;Kayla;Whobrey;;female;Whobrey;14.04.1977;;Married;AssocDgree;0;4;0
1019;5245;23.02.2012;Individual;Katherine;Davis;;female;Davis;20.01.1962;;Single;9thGrade;0;3;1
1020;5504;19.06.2013;Individual;Kelsey;Martinez;;female;Martinez;02.12.1960;;Single;HighSchool;0;4;1
1021;5047;19.04.2015;Individual;Nicole;Whobrey;;female;Whobrey;17.02.1962;;Single;9thGrade;1;1;1
1022;5505;17.03.2013;Individual;Mary;Martinez;;female;Martinez;23.10.1982;;Single;9thGrade;1;2;1
1023;5246;30.11.2016;Individual;Lauren;Davis;;female;Davis;10.08.1982;;Single;HighSchool;1;1;1
1024;5048;09.02.2015;Individual;Samantha;Anderson;;female;Anderson;30.01.1983;;Married;HighSchool;1;4;0
1025;5506;30.12.2015;Individual;Samantha;Martinez;;female;Martinez;14.07.1971;;Married;AssocDgree;1;2;1
1026;5247;03.04.2017;Individual;Madison;Davis;;female;Davis;04.12.1983;;Single;AssocDgree;0;3;0
1027;5049;17.09.2012;Individual;Victoria;Anderson;;female;Anderson;02.06.1967;;Married;9thGrade;1;4;0
1028;5507;30.07.2014;Individual;Victoria;Martinez;;female;Martinez;22.06.1960;;Married;9thGrade;1;4;1
1029;5248;07.09.2014;Individual;Rachel;Davis;;female;Davis;26.02.1984;;Single;AssocDgree;1;3;1
1030;5508;26.07.2014;Individual;Alexis;Miller;;female;Miller;22.03.1976;;Single;Master;1;1;1
1031;5249;04.08.2013;Individual;Sarah;Davis;;female;Davis;09.11.1975;;Married;Bachelor;0;2;0
1032;5509;21.03.2015;Individual;Allison;Miller;;female;Miller;14.01.1970;;Single;HighSchool;1;2;0
1033;5050;23.06.2016;Individual;Mary;Garufi;;female;Garufi;05.05.1970;;Single;HighSchool;0;3;0
1034;5250;24.02.2012;Individual;Shelby;Davis;;female;Davis;08.05.1961;;Single;Master;0;4;1
1035;5510;17.06.2013;Individual;Jasmine;Rim;;female;Rim;06.09.1970;;Single;SmeCollege;1;3;0
1036;5051;09.10.2012;Individual;Samantha;Garufi;;female;Garufi;13.08.1971;;Single;HighSchool;1;1;0
1037;5251;23.05.2013;Individual;Courtney;Dilliard;;female;Dilliard;14.10.1976;;Single;Bachelor;0;3;1
1038;5511;17.01.2017;Individual;Stephanie;Caldarera;;female;Caldarera;27.10.1976;;Single;HighSchool;1;3;0
1039;5252;02.01.2015;Individual;Madison;Garcia;;female;Garcia;05.03.1973;;Single;ProfDgree;0;1;1
1040;5052;01.04.2014;Individual;Victoria;Garufi;;female;Garufi;26.07.1977;;Single;SmeCollege;1;3;1
1041;5512;07.11.2013;Individual;Alexis;Darakjy;;female;Darakjy;21.05.1968;;Married;Bachelor;0;3;1
1042;5253;13.08.2012;Individual;Rachel;Garcia;;female;Garcia;29.10.1959;;Married;Bachelor;1;4;1
1043;5053;07.12.2012;Individual;Emily;Hernandez;;female;Hernandez;05.04.1968;;Single;HighSchool;0;3;1
1044;5513;13.10.2012;Individual;Amanda;Darakjy;;female;Darakjy;15.02.1984;;Married;Bachelor;0;1;0
1045;5254;02.05.2014;Individual;Sarah;Garcia;;female;Garcia;20.11.1962;;Single;HighSchool;1;2;1
1046;5054;16.05.2016;Individual;Alexandra;Martin;;female;Martin;29.05.1985;;Married;Bachelor;1;4;0
1047;5514;04.12.2014;Individual;Anna;Darakjy;;female;Darakjy;27.09.1980;;Single;HighSchool;1;4;1
1048;5255;14.04.2014;Individual;Shelby;Garcia;;female;Garcia;01.11.1965;;Married;9thGrade;1;1;0
1049;5055;12.03.2016;Individual;Elizabeth;Martin;;female;Martin;27.05.1968;;Married;AssocDgree;0;3;1
1050;5515;14.12.2014;Individual;Danielle;Darakjy;;female;Darakjy;26.05.1976;;Single;SmeCollege;0;2;1
1051;5256;22.06.2013;Individual;Alexandra;Garufi;;female;Garufi;14.03.1964;;Single;HighSchool;1;3;1
1052;5056;20.06.2016;Individual;Megan;Martin;;female;Martin;20.04.1972;;Single;SmeCollege;1;4;0
1053;5516;15.08.2012;Individual;Kimberly;Flosi;;female;Flosi;26.05.1960;;Married;Master;0;2;1
1054;5257;23.08.2016;Individual;Morgan;Rodriguez;;female;Rodriguez;11.09.1965;;Single;HighSchool;0;2;1
1055;5057;13.12.2012;Individual;Olivia;Martin;;female;Martin;11.12.1962;;Married;SmeCollege;0;1;0
1056;5517;02.06.2012;Individual;Taylor;Flosi;;female;Flosi;24.09.1957;;Single;SmeCollege;1;3;1
1057;5258;01.03.2013;Individual;Haley;Ruta;;female;Ruta;25.06.1982;;Married;AssocDgree;1;1;1
1058;5058;11.04.2015;Individual;Abigail;Martinez;;female;Martinez;18.05.1972;;Married;HighSchool;0;2;1
1059;5518;19.09.2014;Individual;Alexandra;Foller;;female;Foller;07.05.1983;;Married;9thGrade;1;1;1
1060;5259;05.10.2012;Individual;Alexis;White;;female;White;08.11.1982;;Single;HighSchool;0;1;0
1061;5059;04.01.2016;Individual;Emily;Poquette;;female;Poquette;13.05.1970;;Married;Bachelor;0;4;1
1062;5519;07.05.2012;Individual;Elizabeth;Foller;;female;Foller;04.03.1973;;Single;HighSchool;0;4;0
1063;5260;24.02.2012;Individual;Allison;White;;female;White;25.01.1975;;Married;AssocDgree;1;4;0
1064;5060;13.08.2014;Individual;Morgan;Poquette;;female;Poquette;17.03.1973;;Single;9thGrade;1;2;0
1065;5520;24.05.2012;Individual;Kelsey;Rodriguez;;female;Rodriguez;09.05.1968;;Married;SmeCollege;1;4;1
1066;5261;11.07.2016;Individual;Amanda;White;;female;White;05.06.1982;;Married;Bachelor;0;1;1
1067;5061;04.01.2017;Individual;Haley;Rim;;female;Rim;24.05.1963;;Single;AssocDgree;1;4;0
1068;5521;21.08.2016;Individual;Mary;Rodriguez;;female;Rodriguez;11.08.1965;;Single;Bachelor;0;1;0
1069;5062;03.02.2017;Individual;Taylor;Thomas;;female;Thomas;18.01.1988;;Single;Master;0;3;1
1070;5262;25.04.2013;Individual;Anna;White;;female;White;28.09.1982;;Married;AssocDgree;1;1;0
1071;5522;23.01.2016;Individual;Samantha;Rodriguez;;female;Rodriguez;02.02.1985;;Married;HighSchool;1;3;0
1072;5063;24.01.2016;Individual;Amber;Thompson;;female;Thompson;10.06.1971;;Single;HighSchool;0;1;1
1073;5263;05.09.2012;Individual;Danielle;White;;female;White;11.07.1961;;Single;Bachelor;0;2;1
1074;5523;25.02.2016;Individual;Victoria;Rodriguez;;female;Rodriguez;23.01.1987;;Single;9thGrade;1;1;1
1075;5064;03.02.2015;Individual;Brianna;Thompson;;female;Thompson;08.05.1980;;Married;HighSchool;0;4;0
1076;5264;16.05.2013;Individual;Hannah;White;;female;White;13.11.1975;;Single;Bachelor;1;2;0
1077;5065;16.08.2012;Individual;Jasmine;Thompson;;female;Thompson;06.10.1969;;Single;Bachelor;0;2;0
1078;5524;11.04.2016;Individual;Emily;Ruta;;female;Ruta;02.07.1970;;Single;ProfDgree;0;4;1
1079;5265;19.01.2016;Individual;Melissa;White;;female;White;11.07.1975;;Single;Master;0;2;1
1080;5066;19.08.2015;Individual;Katherine;Thompson;;female;Thompson;03.05.1966;;Single;Bachelor;1;3;0
1081;5525;04.08.2016;Individual;Sarah;Venere;;female;Venere;01.08.1967;;Married;HighSchool;0;3;0
1082;5266;04.02.2015;Individual;Jennifer;Darakjy;;female;Darakjy;05.11.1963;;Single;Master;1;1;0
1083;5067;06.05.2016;Individual;Lauren;Thompson;;female;Thompson;30.09.1984;;Married;Bachelor;1;1;1
1084;5526;14.03.2015;Individual;Shelby;Venere;;female;Venere;10.04.1965;;Single;Bachelor;1;2;0
1085;5267;27.09.2013;Individual;Rebecca;Darakjy;;female;Darakjy;23.04.1974;;Single;9thGrade;0;4;0
1086;5068;03.07.2016;Individual;Madison;Thompson;;female;Thompson;19.04.1987;;Married;SmeCollege;0;4;1
1087;5527;11.07.2015;Individual;Kimberly;White;;female;White;25.08.1976;;Married;SmeCollege;1;1;1
1088;5268;31.12.2014;Individual;Stephanie;Darakjy;;female;Darakjy;12.12.1983;;Married;9thGrade;1;1;0
1089;5069;06.02.2017;Individual;Haley;Wilson;;female;Wilson;03.07.1975;;Married;HighSchool;0;4;0
1090;5528;11.03.2016;Individual;Hannah;Darakjy;;female;Darakjy;19.07.1987;;Single;HighSchool;0;1;1
1091;5269;21.03.2014;Individual;Emily;Davis;;female;Davis;21.04.1961;;Married;HighSchool;0;1;1
1092;5070;14.01.2014;Individual;Kimberly;Wilson;;female;Wilson;04.01.1980;;Married;9thGrade;0;1;0
1093;5529;16.11.2016;Individual;Melissa;Darakjy;;female;Darakjy;16.10.1983;;Single;HighSchool;1;2;1
1094;5270;01.09.2013;Individual;Lauren;Foller;;female;Foller;11.08.1985;;Single;HighSchool;1;2;0
1095;5530;25.05.2016;Individual;Courtney;Davis;;female;Davis;23.10.1988;;Married;Bachelor;1;2;0
1096;5071;16.09.2013;Individual;Taylor;Wilson;;female;Wilson;21.03.1967;;Married;HighSchool;1;4;1
1097;5271;10.06.2013;Individual;Madison;Foller;;female;Foller;18.02.1970;;Married;AssocDgree;1;4;0
1098;5531;13.09.2016;Individual;Megan;Foller;;female;Foller;09.09.1970;;Married;Master;0;4;1
1099;5072;28.04.2016;Individual;Haley;Brown;;female;Brown;03.09.1968;;Married;HighSchool;1;1;0
1100;5272;20.12.2016;Individual;Rachel;Foller;;female;Foller;08.12.1974;;Married;HighSchool;0;4;1
1101;5532;27.04.2012;Individual;Olivia;Foller;;female;Foller;02.12.1970;;Married;HighSchool;0;2;0
1102;5073;06.04.2016;Individual;Kimberly;Brown;;female;Brown;10.12.1969;;Single;AssocDgree;1;3;0
1103;5273;13.04.2013;Individual;Sarah;Foller;;female;Foller;23.03.1985;;Married;SmeCollege;0;4;0
1104;5533;13.06.2015;Individual;Courtney;Garcia;;female;Garcia;03.08.1974;;Married;AssocDgree;0;3;1
1105;5074;25.04.2017;Individual;Taylor;Brown;;female;Brown;11.07.1965;;Married;SmeCollege;1;1;1
1106;5274;01.10.2012;Individual;Shelby;Foller;;female;Foller;11.09.1977;;Single;HighSchool;0;4;0
1107;5534;11.03.2017;Individual;Kelsey;Garcia;;female;Garcia;24.09.1972;;Married;SmeCollege;0;2;1
1108;5075;06.04.2015;Individual;Melissa;Dilliard;;female;Dilliard;25.11.1984;;Single;Bachelor;0;2;1
1109;5275;30.05.2012;Individual;Emily;Garcia;;female;Garcia;15.05.1975;;Married;HighSchool;1;2;1
1110;5535;14.07.2016;Individual;Victoria;Jones;;female;Jones;05.08.1965;;Single;HighSchool;1;4;0
1111;5076;24.03.2016;Individual;Alexis;Flosi;;female;Flosi;02.03.1977;;Married;HighSchool;0;3;1
1112;5276;11.10.2014;Individual;Emily;Maclead;;female;Maclead;21.08.1962;;Single;Bachelor;1;3;1
1113;5536;24.05.2016;Individual;Courtney;Maclead;;female;Maclead;17.05.1972;;Single;Bachelor;1;4;0
1114;5077;29.01.2014;Individual;Allison;Flosi;;female;Flosi;19.09.1965;;Married;HighSchool;0;2;1
1115;5277;20.06.2013;Individual;Morgan;Maclead;;female;Maclead;16.03.1980;;Single;Bachelor;1;4;0
1116;5537;28.07.2016;Individual;Kelsey;Maclead;;female;Maclead;13.11.1970;;Married;AssocDgree;1;2;1
1117;5078;07.04.2012;Individual;Amanda;Flosi;;female;Flosi;29.01.1974;;Single;ProfDgree;0;1;1
1118;5278;18.10.2015;Individual;Courtney;Morasca;;female;Morasca;21.08.1977;;Married;SmeCollege;1;2;0
1119;5538;19.06.2012;Individual;Mary;Maclead;;female;Maclead;10.11.1984;;Married;SmeCollege;0;1;1
1120;5079;26.04.2012;Individual;Anna;Flosi;;female;Flosi;06.05.1963;;Single;AssocDgree;1;3;1
1121;5279;18.01.2015;Individual;Kelsey;Morasca;;female;Morasca;21.09.1975;;Married;AssocDgree;0;1;1
1122;5539;07.08.2015;Individual;Samantha;Maclead;;female;Maclead;23.09.1973;;Single;Master;1;1;0
1123;5080;01.12.2012;Individual;Danielle;Flosi;;female;Flosi;18.09.1983;;Single;Bachelor;1;3;1
1124;5081;15.11.2016;Individual;Hannah;Flosi;;female;Flosi;29.07.1972;;Married;Master;1;2;1
1125;5280;02.03.2015;Individual;Mary;Morasca;;female;Morasca;23.11.1960;;Married;HighSchool;1;4;1
1126;5540;25.10.2013;Individual;Jessica;Morasca;;female;Morasca;18.08.1984;;Married;SmeCollege;0;2;1
1127;5082;14.04.2012;Individual;Courtney;Marrier;;female;Marrier;14.10.1980;;Single;ProfDgree;1;1;0
1128;5541;13.04.2016;Individual;Kayla;Morasca;;female;Morasca;19.09.1987;;Married;9thGrade;0;4;0
1129;5281;23.01.2014;Individual;Samantha;Morasca;;female;Morasca;18.03.1960;;Single;Bachelor;0;2;0
1130;5083;27.01.2017;Individual;Kelsey;Marrier;;female;Marrier;27.11.1968;;Married;SmeCollege;0;2;1
1131;5542;30.12.2014;Individual;Nicole;Morasca;;female;Morasca;22.03.1982;;Married;HighSchool;0;4;0
1132;5282;08.02.2013;Individual;Victoria;Morasca;;female;Morasca;06.05.1981;;Married;AssocDgree;1;1;1
1133;5543;20.04.2012;Individual;Kimberly;Smith;;female;Smith;23.05.1975;;Married;SmeCollege;0;4;1
1134;5084;03.01.2012;Individual;Mary;Marrier;;female;Marrier;27.09.1978;;Married;HighSchool;0;4;0
1135;5283;10.04.2012;Individual;Alexis;Paprocki;;female;Paprocki;10.07.1962;;Married;HighSchool;1;1;0
1136;5544;24.11.2012;Individual;Taylor;Smith;;female;Smith;14.09.1970;;Single;HighSchool;0;4;0
1137;5085;16.12.2014;Individual;Victoria;Marrier;;female;Marrier;11.07.1982;;Married;Master;0;4;1
1138;5284;03.08.2015;Individual;Allison;Paprocki;;female;Paprocki;28.01.1986;;Single;HighSchool;1;4;0
1139;5545;21.06.2014;Individual;Abigail;Taylor;;female;Taylor;24.11.1986;;Married;HighSchool;0;3;1
1140;5086;11.08.2013;Individual;Danielle;Paprocki;;female;Paprocki;09.04.1985;;Single;Master;1;2;0
1141;5285;01.12.2015;Individual;Amanda;Paprocki;;female;Paprocki;20.03.1975;;Married;HighSchool;1;2;1
1142;5546;16.01.2015;Individual;Alyssa;Taylor;;female;Taylor;21.12.1970;;Single;Master;1;2;1
1143;5087;11.07.2013;Individual;Hannah;Paprocki;;female;Paprocki;15.12.1965;;Single;SmeCollege;0;1;0
1144;5547;13.09.2016;Individual;Brittany;Taylor;;female;Taylor;26.10.1986;;Single;HighSchool;1;3;1
1145;5286;26.06.2016;Individual;Anna;Paprocki;;female;Paprocki;08.12.1974;;Married;SmeCollege;0;2;1
1146;5088;17.08.2012;Individual;Melissa;Paprocki;;female;Paprocki;06.06.1968;;Married;HighSchool;1;3;0
1147;5548;19.04.2012;Individual;Jennifer;Taylor;;female;Taylor;16.05.1978;;Single;AssocDgree;1;4;1
1148;5287;19.03.2013;Individual;Melissa;Smith;;female;Smith;17.09.1959;;Married;AssocDgree;0;2;1
1149;5089;08.04.2013;Individual;Morgan;Foller;;female;Foller;03.09.1965;;Single;Bachelor;1;3;1
1150;5549;17.02.2013;Individual;Alexis;Williams;;female;Williams;17.11.1984;;Single;SmeCollege;1;1;1
1151;5288;24.10.2012;Individual;Alexandra;Taylor;;female;Taylor;15.09.1977;;Single;HighSchool;1;4;0
1152;5090;11.02.2014;Individual;Abigail;Garcia;;female;Garcia;22.11.1971;;Married;HighSchool;1;1;1
1153;5550;09.10.2013;Individual;Allison;Williams;;female;Williams;09.08.1980;;Single;Bachelor;1;4;0
1154;5289;11.07.2012;Individual;Elizabeth;Taylor;;female;Taylor;23.08.1972;;Married;HighSchool;1;2;0
1155;5091;08.05.2015;Individual;Alyssa;Garcia;;female;Garcia;10.12.1962;;Single;HighSchool;0;2;1
1156;5551;31.05.2012;Individual;Rachel;Johnson;;female;Johnson;05.11.1968;;Single;SmeCollege;0;2;0
1157;5290;01.08.2012;Individual;Alyssa;Williams;;female;Williams;13.09.1959;;Married;9thGrade;0;3;0
1158;5092;14.03.2015;Individual;Brittany;Garcia;;female;Garcia;14.09.1970;;Single;SmeCollege;0;1;1
1159;5552;17.12.2013;Individual;Alyssa;Miller;;female;Miller;27.03.1979;;Married;Bachelor;0;1;0
1160;5291;04.06.2012;Individual;Brittany;Williams;;female;Williams;15.02.1971;;Single;Master;1;1;1
1161;5093;05.04.2013;Individual;Jennifer;Garcia;;female;Garcia;06.04.1973;;Single;SmeCollege;1;4;0
1162;5553;16.07.2016;Individual;Brittany;Miller;;female;Miller;08.07.1988;;Married;HighSchool;1;4;0
1163;5292;15.08.2013;Individual;Jennifer;Williams;;female;Williams;03.06.1964;;Married;SmeCollege;0;1;0
1164;5094;30.08.2016;Individual;Stephanie;Jones;;female;Jones;21.05.1975;;Single;AssocDgree;0;3;1
1165;5554;09.09.2016;Individual;Jennifer;Miller;;female;Miller;15.08.1973;;Married;SmeCollege;0;1;1
1166;5293;26.03.2016;Individual;Rebecca;Williams;;female;Williams;24.02.1984;;Single;SmeCollege;1;2;1
1167;5095;27.08.2015;Individual;Abigail;Maclead;;female;Maclead;08.12.1981;;Married;SmeCollege;1;3;0
1168;5555;21.09.2013;Individual;Rebecca;Miller;;female;Miller;25.04.1976;;Married;HighSchool;1;1;0
1169;5294;17.08.2012;Individual;Stephanie;Williams;;female;Williams;15.04.1983;;Single;HighSchool;0;2;1
1170;5096;06.12.2014;Individual;Alyssa;Maclead;;female;Maclead;15.08.1964;;Single;HighSchool;0;1;0
1171;5556;02.05.2014;Individual;Stephanie;Miller;;female;Miller;14.04.1981;;Married;Master;1;4;0
1172;5295;12.12.2014;Individual;Morgan;Davis;;female;Davis;17.05.1971;;Married;SmeCollege;0;2;1
1173;5097;27.05.2015;Individual;Brittany;Maclead;;female;Maclead;02.06.1982;;Single;SmeCollege;0;1;0
1174;5557;14.03.2013;Individual;Kayla;Ruta;;female;Ruta;12.11.1970;;Married;AssocDgree;1;3;1
1175;5296;06.11.2016;Individual;Alexis;Dilliard;;female;Dilliard;15.05.1968;;Single;Bachelor;0;3;1
1176;5098;11.06.2013;Individual;Jennifer;Maclead;;female;Maclead;18.02.1966;;Single;SmeCollege;0;1;1
1177;5558;26.06.2015;Individual;Nicole;Ruta;;female;Ruta;26.07.1980;;Married;SmeCollege;1;4;1
1178;5297;16.02.2012;Individual;Allison;Dilliard;;female;Dilliard;09.04.1975;;Single;HighSchool;0;2;0
1179;5099;04.12.2013;Individual;Rebecca;Maclead;;female;Maclead;23.03.1983;;Married;9thGrade;0;2;1
1180;5559;12.04.2012;Individual;Courtney;Smith;;female;Smith;17.11.1980;;Married;AssocDgree;1;2;1
1181;5298;01.02.2013;Individual;Amanda;Dilliard;;female;Dilliard;08.08.1966;;Single;9thGrade;0;1;1
1182;5100;06.01.2012;Individual;Danielle;Morasca;;female;Morasca;08.11.1959;;Married;Bachelor;0;3;1
1183;5560;06.02.2017;Individual;Kelsey;Smith;;female;Smith;28.04.1977;;Married;HighSchool;1;4;1
1184;5299;19.06.2013;Individual;Amber;Albares;;female;Albares;08.04.1981;;Married;9thGrade;0;1;0
1185;5101;11.12.2012;Individual;Hannah;Morasca;;female;Morasca;09.12.1978;;Single;HighSchool;0;2;1
1186;5561;28.03.2015;Individual;Elizabeth;Anderson;;female;Anderson;17.01.1977;;Married;Bachelor;1;1;0
1187;5300;14.06.2016;Individual;Brianna;Albares;;female;Albares;09.09.1982;;Married;HighSchool;1;3;1
1188;5102;10.04.2012;Individual;Melissa;Morasca;;female;Morasca;10.04.1980;;Married;AssocDgree;0;3;0
1189;5562;01.06.2013;Individual;Megan;Anderson;;female;Anderson;23.03.1971;;Single;AssocDgree;0;3;0
1190;5301;13.10.2014;Individual;Jasmine;Albares;;female;Albares;02.11.1982;;Married;HighSchool;0;1;0
1191;5103;05.02.2013;Individual;Amber;Paprocki;;female;Paprocki;12.08.1973;;Married;HighSchool;1;1;0
1192;5563;22.06.2016;Individual;Olivia;Anderson;;female;Anderson;06.08.1975;;Single;9thGrade;0;4;1
1193;5302;02.10.2012;Individual;Katherine;Albares;;female;Albares;13.10.1975;;Married;Bachelor;1;3;0
1194;5104;14.02.2016;Individual;Brianna;Paprocki;;female;Paprocki;22.06.1969;;Single;HighSchool;1;1;1
1195;5564;01.06.2016;Individual;Megan;Garufi;;female;Garufi;06.06.1963;;Single;SmeCollege;1;3;0
1196;5303;01.06.2014;Individual;Lauren;Albares;;female;Albares;21.01.1965;;Married;Bachelor;1;3;0
1197;5105;05.05.2012;Individual;Lauren;Smith;;female;Smith;25.01.1971;;Married;HighSchool;0;4;0
1198;5565;09.11.2013;Individual;Olivia;Garufi;;female;Garufi;21.01.1970;;Married;Master;1;2;1
1199;5304;13.02.2016;Individual;Madison;Albares;;female;Albares;15.05.1987;;Single;Master;1;1;1
1200;5106;11.06.2017;Individual;Madison;Smith;;female;Smith;08.05.1971;;Married;Master;1;4;0
1201;5566;23.04.2015;Individual;Amber;Hernandez;;female;Hernandez;15.04.1964;;Single;HighSchool;0;2;0
1202;5305;22.01.2017;Individual;Rachel;Albares;;female;Albares;24.10.1975;;Married;Bachelor;0;4;1
1203;5107;15.05.2017;Individual;Rachel;Smith;;female;Smith;02.07.1968;;Single;HighSchool;1;4;1
1204;5567;26.02.2015;Individual;Brianna;Hernandez;;female;Hernandez;16.10.1966;;Single;SmeCollege;0;2;1
1205;5306;31.07.2012;Individual;Sarah;Albares;;female;Albares;28.06.1964;;Single;SmeCollege;1;2;0
1206;5108;06.09.2014;Individual;Sarah;Smith;;female;Smith;22.09.1977;;Married;SmeCollege;0;3;0
1207;5568;24.09.2012;Individual;Jasmine;Hernandez;;female;Hernandez;13.11.1959;;Married;SmeCollege;1;3;0
1208;5307;08.12.2015;Individual;Shelby;Albares;;female;Albares;22.01.1963;;Married;HighSchool;1;3;1
