;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;ISSUENUMBER;NUMBERONCARD;VALIDFROMONCARD;VALIDTOONCARD;LIFECYCLESTATUS2;ISSUEREASON;CARDDELIVERYDATE;PINDELIVERYDATE;SHIPPINGMETHOD
199;100001555;CARDSYSTEM;100001555;1;454994092;28.08.2016;27.08.2020;active;FirstIssue;01.09.2016;08.09.2016;StandardMail
200;100001556;CARDSYSTEM;100001556;1;918053630;16.05.2014;15.05.2018;active;FirstIssue;22.05.2014;25.05.2014;StandardMail
201;100001557;CARDSYSTEM;100001557;1;689815930;13.04.2015;12.04.2019;active;FirstIssue;18.04.2015;23.04.2015;StandardMail
202;100001558;CARDSYSTEM;100001558;1;521429668;15.08.2014;14.08.2018;active;FirstIssue;18.08.2014;23.08.2014;StandardMail
203;100001559;CARDSYSTEM;100001559;1;139386502;19.01.2012;18.01.2016;active;FirstIssue;22.01.2012;29.01.2012;StandardMail
204;100001560;CARDSYSTEM;100001560;1;658909985;10.10.2013;09.10.2017;active;FirstIssue;14.10.2013;20.10.2013;StandardMail
205;100001561;CARDSYSTEM;100001561;1;892157087;25.01.2015;24.01.2019;active;FirstIssue;28.01.2015;02.02.2015;StandardMail
206;100001562;CARDSYSTEM;100001562;1;974479371;19.09.2014;18.09.2018;active;FirstIssue;24.09.2014;29.09.2014;StandardMail
207;100001563;CARDSYSTEM;100001563;1;404312636;01.05.2015;30.04.2019;active;FirstIssue;07.05.2015;11.05.2015;StandardMail
208;100001564;CARDSYSTEM;100001564;1;149625531;05.06.2012;04.06.2016;active;FirstIssue;09.06.2012;13.06.2012;StandardMail
209;100001565;CARDSYSTEM;100001565;1;900937119;19.02.2015;18.02.2019;active;FirstIssue;22.02.2015;27.02.2015;StandardMail
210;100001566;CARDSYSTEM;100001566;1;20386664;19.11.2012;18.11.2016;active;FirstIssue;22.11.2012;30.11.2012;StandardMail
211;100001567;CARDSYSTEM;100001567;1;920758337;02.10.2012;01.10.2016;active;FirstIssue;06.10.2012;12.10.2012;StandardMail
212;100001568;CARDSYSTEM;100001568;1;577712284;02.02.2015;01.02.2019;active;FirstIssue;05.02.2015;12.02.2015;StandardMail
213;100001569;CARDSYSTEM;100001569;1;881719778;10.02.2012;09.02.2016;active;FirstIssue;15.02.2012;21.02.2012;StandardMail
214;100001570;CARDSYSTEM;100001570;1;896964272;19.09.2014;18.09.2018;active;FirstIssue;24.09.2014;30.09.2014;StandardMail
215;100001571;CARDSYSTEM;100001571;1;509068643;10.11.2012;09.11.2016;active;FirstIssue;15.11.2012;21.11.2012;StandardMail
216;100001572;CARDSYSTEM;100001572;1;454009246;17.10.2016;16.10.2020;active;FirstIssue;21.10.2016;27.10.2016;StandardMail
217;100001573;CARDSYSTEM;100001573;1;199931289;13.11.2013;12.11.2017;active;FirstIssue;18.11.2013;22.11.2013;StandardMail
218;100001574;CARDSYSTEM;100001574;1;825078929;10.01.2017;09.01.2021;active;FirstIssue;14.01.2017;18.01.2017;StandardMail
219;100001575;CARDSYSTEM;100001575;1;853500045;24.01.2015;23.01.2019;active;FirstIssue;29.01.2015;04.02.2015;StandardMail
220;100001576;CARDSYSTEM;100001576;1;645511675;08.03.2016;07.03.2020;active;FirstIssue;13.03.2016;17.03.2016;StandardMail
221;100001577;CARDSYSTEM;100001577;1;426778871;27.05.2016;26.05.2020;active;FirstIssue;30.05.2016;07.06.2016;StandardMail
222;100001578;CARDSYSTEM;100001578;1;779813970;29.12.2015;28.12.2019;active;FirstIssue;02.01.2016;09.01.2016;StandardMail
223;100001579;CARDSYSTEM;100001579;1;431957891;13.12.2015;12.12.2019;active;FirstIssue;19.12.2015;22.12.2015;StandardMail
224;100001580;CARDSYSTEM;100001580;1;1004609053;01.05.2013;30.04.2017;active;FirstIssue;04.05.2013;10.05.2013;StandardMail
225;100001581;CARDSYSTEM;100001581;1;821831161;31.05.2017;30.05.2021;active;FirstIssue;03.06.2017;09.06.2017;StandardMail
226;100001131;CARDSYSTEM;100001131;1;383637402;12.06.2012;11.06.2016;active;FirstIssue;17.06.2012;20.06.2012;StandardMail
227;100001132;CARDSYSTEM;100001132;1;858597535;05.02.2016;04.02.2020;active;FirstIssue;10.02.2016;14.02.2016;StandardMail
228;100001133;CARDSYSTEM;100001133;1;722775291;21.02.2012;20.02.2016;active;FirstIssue;25.02.2012;03.03.2012;StandardMail
229;100001134;CARDSYSTEM;100001134;1;755640535;25.05.2016;24.05.2020;active;FirstIssue;31.05.2016;03.06.2016;StandardMail
230;100001135;CARDSYSTEM;100001135;1;931017161;24.02.2017;23.02.2021;active;FirstIssue;02.03.2017;06.03.2017;StandardMail
231;100001136;CARDSYSTEM;100001136;1;37194175;24.07.2014;23.07.2018;active;FirstIssue;27.07.2014;03.08.2014;StandardMail
232;100001137;CARDSYSTEM;100001137;1;959211483;29.02.2012;28.02.2016;active;FirstIssue;04.03.2012;10.03.2012;StandardMail
233;100001138;CARDSYSTEM;100001138;1;928487800;01.10.2012;30.09.2016;active;FirstIssue;05.10.2012;10.10.2012;StandardMail
234;100001139;CARDSYSTEM;100001139;1;422495176;04.11.2015;03.11.2019;active;FirstIssue;10.11.2015;13.11.2015;StandardMail
235;100001140;CARDSYSTEM;100001140;1;983403012;10.04.2015;09.04.2019;active;FirstIssue;15.04.2015;20.04.2015;StandardMail
236;100001141;CARDSYSTEM;100001141;1;115359329;04.01.2015;03.01.2019;active;FirstIssue;08.01.2015;13.01.2015;StandardMail
237;100001142;CARDSYSTEM;100001142;1;357669967;23.06.2017;22.06.2021;active;FirstIssue;27.06.2017;02.07.2017;StandardMail
238;100001143;CARDSYSTEM;100001143;1;777638983;18.01.2013;17.01.2017;active;FirstIssue;22.01.2013;28.01.2013;StandardMail
239;100001144;CARDSYSTEM;100001144;1;750386439;01.12.2016;30.11.2020;active;FirstIssue;04.12.2016;12.12.2016;StandardMail
240;100001145;CARDSYSTEM;100001145;1;112823071;28.07.2015;27.07.2019;active;FirstIssue;03.08.2015;07.08.2015;StandardMail
241;100001146;CARDSYSTEM;100001146;1;708757083;06.09.2016;05.09.2020;active;FirstIssue;11.09.2016;17.09.2016;StandardMail
242;100001147;CARDSYSTEM;100001147;1;31843464;25.06.2017;24.06.2021;active;FirstIssue;28.06.2017;03.07.2017;StandardMail
243;100001148;CARDSYSTEM;100001148;1;354673612;01.02.2012;31.01.2016;active;FirstIssue;04.02.2012;11.02.2012;StandardMail
244;100001149;CARDSYSTEM;100001149;1;316547091;11.07.2016;10.07.2020;active;FirstIssue;15.07.2016;19.07.2016;StandardMail
245;100001150;CARDSYSTEM;100001150;1;174988486;22.08.2015;21.08.2019;active;FirstIssue;26.08.2015;01.09.2015;StandardMail
246;100001151;CARDSYSTEM;100001151;1;359545820;04.05.2013;03.05.2017;active;FirstIssue;10.05.2013;12.05.2013;StandardMail
247;100001152;CARDSYSTEM;100001152;1;365937017;20.04.2013;19.04.2017;active;FirstIssue;26.04.2013;30.04.2013;StandardMail
248;100001153;CARDSYSTEM;100001153;1;359160391;23.05.2014;22.05.2018;active;FirstIssue;29.05.2014;02.06.2014;StandardMail
249;100001154;CARDSYSTEM;100001154;1;306840852;21.11.2012;20.11.2016;active;FirstIssue;24.11.2012;02.12.2012;StandardMail
250;100001155;CARDSYSTEM;100001155;1;321400443;28.10.2014;27.10.2018;active;FirstIssue;01.11.2014;06.11.2014;StandardMail
251;100001156;CARDSYSTEM;100001156;1;100503381;04.06.2015;03.06.2019;active;FirstIssue;08.06.2015;12.06.2015;StandardMail
252;100001157;CARDSYSTEM;100001157;1;430254679;20.08.2012;19.08.2016;active;FirstIssue;24.08.2012;31.08.2012;StandardMail
253;100001158;CARDSYSTEM;100001158;1;686294306;17.09.2014;16.09.2018;active;FirstIssue;21.09.2014;26.09.2014;StandardMail
254;100001159;CARDSYSTEM;100001159;1;824690083;29.04.2013;28.04.2017;active;FirstIssue;03.05.2013;07.05.2013;StandardMail
255;100001160;CARDSYSTEM;100001160;1;903932356;10.11.2016;09.11.2020;active;FirstIssue;13.11.2016;19.11.2016;StandardMail
256;100001161;CARDSYSTEM;100001161;1;535967623;06.04.2012;05.04.2016;active;FirstIssue;11.04.2012;17.04.2012;StandardMail
257;100001162;CARDSYSTEM;100001162;1;946279121;06.12.2012;05.12.2016;active;FirstIssue;10.12.2012;15.12.2012;StandardMail
258;100001163;CARDSYSTEM;100001163;1;306226349;02.01.2017;01.01.2021;active;FirstIssue;06.01.2017;12.01.2017;StandardMail
259;100001164;CARDSYSTEM;100001164;1;26598827;23.02.2016;22.02.2020;active;FirstIssue;27.02.2016;02.03.2016;StandardMail
260;100001165;CARDSYSTEM;100001165;1;229364818;19.05.2013;18.05.2017;active;FirstIssue;25.05.2013;28.05.2013;StandardMail
261;100001166;CARDSYSTEM;100001166;1;627988341;21.04.2014;20.04.2018;active;FirstIssue;24.04.2014;29.04.2014;StandardMail
262;100001167;CARDSYSTEM;100001167;1;631912101;25.09.2014;24.09.2018;active;FirstIssue;01.10.2014;04.10.2014;StandardMail
263;100001168;CARDSYSTEM;100001168;1;595667197;15.06.2017;14.06.2021;active;FirstIssue;21.06.2017;23.06.2017;StandardMail
264;100001169;CARDSYSTEM;100001169;1;306726182;07.01.2013;06.01.2017;active;FirstIssue;10.01.2013;16.01.2013;StandardMail
265;100001170;CARDSYSTEM;100001170;1;389228945;04.09.2014;03.09.2018;active;FirstIssue;07.09.2014;15.09.2014;StandardMail
266;100001171;CARDSYSTEM;100001171;1;216839106;28.11.2012;27.11.2016;active;FirstIssue;03.12.2012;07.12.2012;StandardMail
267;100001172;CARDSYSTEM;100001172;1;178593489;21.06.2012;20.06.2016;active;FirstIssue;25.06.2012;01.07.2012;StandardMail
268;100001173;CARDSYSTEM;100001173;1;971705674;14.09.2014;13.09.2018;active;FirstIssue;17.09.2014;25.09.2014;StandardMail
269;100001174;CARDSYSTEM;100001174;1;52099487;01.09.2016;31.08.2020;active;FirstIssue;04.09.2016;11.09.2016;StandardMail
270;100001175;CARDSYSTEM;100001175;1;863015076;16.02.2016;15.02.2020;active;FirstIssue;22.02.2016;25.02.2016;StandardMail
271;100001176;CARDSYSTEM;100001176;1;443522498;01.07.2015;30.06.2019;active;FirstIssue;07.07.2015;11.07.2015;StandardMail
272;100001177;CARDSYSTEM;100001177;1;972721569;02.04.2013;01.04.2017;active;FirstIssue;07.04.2013;11.04.2013;StandardMail
273;100001178;CARDSYSTEM;100001178;1;995366252;21.07.2012;20.07.2016;active;FirstIssue;25.07.2012;29.07.2012;StandardMail
274;100001179;CARDSYSTEM;100001179;1;814220407;01.11.2014;31.10.2018;active;FirstIssue;06.11.2014;11.11.2014;StandardMail
275;100001180;CARDSYSTEM;100001180;1;406317535;19.06.2012;18.06.2016;active;FirstIssue;23.06.2012;30.06.2012;StandardMail
276;100001181;CARDSYSTEM;100001181;1;206750912;24.08.2012;23.08.2016;active;FirstIssue;29.08.2012;04.09.2012;StandardMail
277;100001182;CARDSYSTEM;100001182;1;392993244;08.02.2016;07.02.2020;active;FirstIssue;14.02.2016;17.02.2016;StandardMail
278;100001183;CARDSYSTEM;100001183;1;535322129;29.01.2017;28.01.2021;active;FirstIssue;04.02.2017;08.02.2017;StandardMail
279;100001184;CARDSYSTEM;100001184;1;782305357;17.12.2015;16.12.2019;active;FirstIssue;21.12.2015;26.12.2015;StandardMail
280;100001185;CARDSYSTEM;100001185;1;288053749;27.06.2013;26.06.2017;active;FirstIssue;03.07.2013;05.07.2013;StandardMail
281;100001186;CARDSYSTEM;100001186;1;789569617;02.06.2015;01.06.2019;active;FirstIssue;07.06.2015;13.06.2015;StandardMail
282;100001187;CARDSYSTEM;100001187;1;701885905;29.03.2013;28.03.2017;active;FirstIssue;03.04.2013;08.04.2013;StandardMail
283;100001188;CARDSYSTEM;100001188;1;922209900;21.10.2016;20.10.2020;active;FirstIssue;24.10.2016;30.10.2016;StandardMail
284;100001189;CARDSYSTEM;100001189;1;593555929;16.01.2015;15.01.2019;active;FirstIssue;19.01.2015;24.01.2015;StandardMail
285;100001190;CARDSYSTEM;100001190;1;528225264;11.11.2012;10.11.2016;active;FirstIssue;15.11.2012;22.11.2012;StandardMail
286;100001191;CARDSYSTEM;100001191;1;914729247;08.05.2015;07.05.2019;active;FirstIssue;14.05.2015;18.05.2015;StandardMail
287;100001192;CARDSYSTEM;100001192;1;845472687;13.02.2012;12.02.2016;active;FirstIssue;19.02.2012;23.02.2012;StandardMail
288;100001193;CARDSYSTEM;100001193;1;269260677;15.03.2016;14.03.2020;active;FirstIssue;21.03.2016;25.03.2016;StandardMail
289;100001194;CARDSYSTEM;100001194;1;517405078;29.04.2013;28.04.2017;active;FirstIssue;05.05.2013;07.05.2013;StandardMail
290;100001195;CARDSYSTEM;100001195;1;633565163;30.05.2015;29.05.2019;active;FirstIssue;02.06.2015;08.06.2015;StandardMail
291;100001196;CARDSYSTEM;100001196;1;869003472;24.04.2012;23.04.2016;active;FirstIssue;29.04.2012;02.05.2012;StandardMail
292;100001197;CARDSYSTEM;100001197;1;710872067;28.07.2016;27.07.2020;active;FirstIssue;31.07.2016;06.08.2016;StandardMail
293;100001198;CARDSYSTEM;100001198;1;841344197;19.07.2014;18.07.2018;active;FirstIssue;22.07.2014;30.07.2014;StandardMail
294;100001199;CARDSYSTEM;100001199;1;826798919;06.09.2012;05.09.2016;active;FirstIssue;12.09.2012;14.09.2012;StandardMail
295;100001200;CARDSYSTEM;100001200;1;324517057;01.08.2014;31.07.2018;active;FirstIssue;05.08.2014;10.08.2014;StandardMail
296;100001201;CARDSYSTEM;100001201;1;1009351161;02.02.2016;01.02.2020;active;FirstIssue;07.02.2016;13.02.2016;StandardMail
297;100001202;CARDSYSTEM;100001202;1;715253692;11.05.2012;10.05.2016;active;FirstIssue;15.05.2012;22.05.2012;StandardMail
298;100001203;CARDSYSTEM;100001203;1;836015939;02.04.2014;01.04.2018;active;FirstIssue;08.04.2014;10.04.2014;StandardMail
299;100001204;CARDSYSTEM;100001204;1;878140566;01.07.2015;30.06.2019;active;FirstIssue;07.07.2015;11.07.2015;StandardMail
300;100001205;CARDSYSTEM;100001205;1;869223953;05.10.2013;04.10.2017;active;FirstIssue;08.10.2013;14.10.2013;StandardMail
301;100001206;CARDSYSTEM;100001206;1;284212939;25.06.2015;24.06.2019;active;FirstIssue;29.06.2015;06.07.2015;StandardMail
302;100001207;CARDSYSTEM;100001207;1;970299454;10.12.2015;09.12.2019;active;FirstIssue;14.12.2015;21.12.2015;StandardMail
303;100001208;CARDSYSTEM;100001208;1;932749914;20.06.2014;19.06.2018;active;FirstIssue;25.06.2014;29.06.2014;StandardMail
304;100001209;CARDSYSTEM;100001209;1;490359998;15.12.2014;14.12.2018;active;FirstIssue;18.12.2014;25.12.2014;StandardMail
305;100001210;CARDSYSTEM;100001210;1;766770064;05.10.2012;04.10.2016;active;FirstIssue;10.10.2012;14.10.2012;StandardMail
306;100001211;CARDSYSTEM;100001211;1;309378012;01.05.2015;30.04.2019;active;FirstIssue;06.05.2015;12.05.2015;StandardMail
307;100001212;CARDSYSTEM;100001212;1;634037753;28.09.2016;27.09.2020;active;FirstIssue;02.10.2016;07.10.2016;StandardMail
308;100001213;CARDSYSTEM;100001213;1;924445010;03.02.2012;02.02.2016;active;FirstIssue;09.02.2012;11.02.2012;StandardMail
309;100001214;CARDSYSTEM;100001214;1;438833010;31.07.2014;30.07.2018;active;FirstIssue;04.08.2014;10.08.2014;StandardMail
310;100001215;CARDSYSTEM;100001215;1;230253648;07.02.2015;06.02.2019;active;FirstIssue;12.02.2015;18.02.2015;StandardMail
311;100001216;CARDSYSTEM;100001216;1;965663512;28.03.2014;27.03.2018;active;FirstIssue;01.04.2014;08.04.2014;StandardMail
312;100001217;CARDSYSTEM;100001217;1;394446835;03.07.2016;02.07.2020;active;FirstIssue;06.07.2016;14.07.2016;StandardMail
313;100001218;CARDSYSTEM;100001218;1;967638327;03.05.2012;02.05.2016;active;FirstIssue;08.05.2012;12.05.2012;StandardMail
314;100001219;CARDSYSTEM;100001219;1;149987947;22.02.2016;21.02.2020;active;FirstIssue;27.02.2016;02.03.2016;StandardMail
315;100001220;CARDSYSTEM;100001220;1;436895394;26.12.2012;25.12.2016;active;FirstIssue;30.12.2012;03.01.2013;StandardMail
316;100001221;CARDSYSTEM;100001221;1;89261276;25.09.2016;24.09.2020;active;FirstIssue;28.09.2016;05.10.2016;StandardMail
317;100001222;CARDSYSTEM;100001222;1;581617022;28.08.2014;27.08.2018;active;FirstIssue;02.09.2014;05.09.2014;StandardMail
318;100001223;CARDSYSTEM;100001223;1;989523551;24.07.2015;23.07.2019;active;FirstIssue;30.07.2015;01.08.2015;StandardMail
319;100001224;CARDSYSTEM;100001224;1;868132582;26.02.2012;25.02.2016;active;FirstIssue;02.03.2012;06.03.2012;StandardMail
320;100001225;CARDSYSTEM;100001225;1;919389111;11.06.2014;10.06.2018;active;FirstIssue;15.06.2014;22.06.2014;StandardMail
321;100001226;CARDSYSTEM;100001226;1;590333357;11.09.2014;10.09.2018;active;FirstIssue;15.09.2014;21.09.2014;StandardMail
322;100001227;CARDSYSTEM;100001227;1;856105439;06.02.2015;05.02.2019;active;FirstIssue;12.02.2015;16.02.2015;StandardMail
323;100001228;CARDSYSTEM;100001228;1;764522492;23.09.2016;22.09.2020;active;FirstIssue;28.09.2016;01.10.2016;StandardMail
324;100001229;CARDSYSTEM;100001229;1;747806811;22.04.2016;21.04.2020;active;FirstIssue;25.04.2016;30.04.2016;StandardMail
325;100001230;CARDSYSTEM;100001230;1;744727158;05.12.2013;04.12.2017;active;FirstIssue;09.12.2013;14.12.2013;StandardMail
326;100001231;CARDSYSTEM;100001231;1;440881613;02.04.2014;01.04.2018;active;FirstIssue;06.04.2014;12.04.2014;StandardMail
327;100001232;CARDSYSTEM;100001232;1;791359238;14.03.2013;13.03.2017;active;FirstIssue;17.03.2013;24.03.2013;StandardMail
328;100001233;CARDSYSTEM;100001233;1;587232363;04.07.2015;03.07.2019;active;FirstIssue;08.07.2015;12.07.2015;StandardMail
329;100001234;CARDSYSTEM;100001234;1;942042247;21.04.2014;20.04.2018;active;FirstIssue;27.04.2014;30.04.2014;StandardMail
330;100001235;CARDSYSTEM;100001235;1;642425392;23.03.2014;22.03.2018;active;FirstIssue;29.03.2014;03.04.2014;StandardMail
331;100001236;CARDSYSTEM;100001236;1;834656034;14.06.2015;13.06.2019;active;FirstIssue;18.06.2015;22.06.2015;StandardMail
332;100001237;CARDSYSTEM;100001237;1;265256304;19.01.2015;18.01.2019;active;FirstIssue;25.01.2015;29.01.2015;StandardMail
333;100001238;CARDSYSTEM;100001238;1;776929196;05.10.2016;04.10.2020;active;FirstIssue;09.10.2016;15.10.2016;StandardMail
334;100001239;CARDSYSTEM;100001239;1;901040199;21.03.2012;20.03.2016;active;FirstIssue;26.03.2012;01.04.2012;StandardMail
335;100001240;CARDSYSTEM;100001240;1;160561504;24.06.2017;23.06.2021;active;FirstIssue;27.06.2017;05.07.2017;StandardMail
336;100001241;CARDSYSTEM;100001241;1;59783635;04.09.2015;03.09.2019;active;FirstIssue;09.09.2015;14.09.2015;StandardMail
337;100001242;CARDSYSTEM;100001242;1;431373886;09.11.2014;08.11.2018;active;FirstIssue;15.11.2014;19.11.2014;StandardMail
338;100001243;CARDSYSTEM;100001243;1;755570845;09.08.2014;08.08.2018;active;FirstIssue;15.08.2014;20.08.2014;StandardMail
339;100001244;CARDSYSTEM;100001244;1;167277946;29.01.2012;28.01.2016;active;FirstIssue;04.02.2012;06.02.2012;StandardMail
340;100001245;CARDSYSTEM;100001245;1;801358669;16.07.2014;15.07.2018;active;FirstIssue;20.07.2014;26.07.2014;StandardMail
341;100001246;CARDSYSTEM;100001246;1;410792271;15.04.2012;14.04.2016;active;FirstIssue;19.04.2012;24.04.2012;StandardMail
342;100001247;CARDSYSTEM;100001247;1;120766271;28.08.2015;27.08.2019;active;FirstIssue;31.08.2015;06.09.2015;StandardMail
343;100001248;CARDSYSTEM;100001248;1;232405547;21.08.2015;20.08.2019;active;FirstIssue;26.08.2015;01.09.2015;StandardMail
344;100001249;CARDSYSTEM;100001249;1;948730448;25.03.2012;24.03.2016;active;FirstIssue;28.03.2012;04.04.2012;StandardMail
345;100001250;CARDSYSTEM;100001250;1;626772518;18.05.2012;17.05.2016;active;FirstIssue;23.05.2012;28.05.2012;StandardMail
346;100001251;CARDSYSTEM;100001251;1;780304741;04.04.2017;03.04.2021;active;FirstIssue;10.04.2017;15.04.2017;StandardMail
347;100001252;CARDSYSTEM;100001252;1;148882782;09.03.2015;08.03.2019;active;FirstIssue;12.03.2015;19.03.2015;StandardMail
348;100001253;CARDSYSTEM;100001253;1;124955328;02.10.2013;01.10.2017;active;FirstIssue;07.10.2013;13.10.2013;StandardMail
349;100001254;CARDSYSTEM;100001254;1;319631876;26.04.2012;25.04.2016;active;FirstIssue;29.04.2012;04.05.2012;StandardMail
350;100001255;CARDSYSTEM;100001255;1;600376697;28.09.2013;27.09.2017;active;FirstIssue;03.10.2013;07.10.2013;StandardMail
351;100001256;CARDSYSTEM;100001256;1;661720501;13.07.2015;12.07.2019;active;FirstIssue;17.07.2015;23.07.2015;StandardMail
352;100001257;CARDSYSTEM;100001257;1;631132301;28.01.2017;27.01.2021;active;FirstIssue;31.01.2017;05.02.2017;StandardMail
353;100001258;CARDSYSTEM;100001258;1;324202939;20.11.2012;19.11.2016;active;FirstIssue;26.11.2012;28.11.2012;StandardMail
354;100001259;CARDSYSTEM;100001259;1;959415957;16.10.2014;15.10.2018;active;FirstIssue;19.10.2014;24.10.2014;StandardMail
355;100001260;CARDSYSTEM;100001260;1;592844420;23.04.2016;22.04.2020;active;FirstIssue;28.04.2016;02.05.2016;StandardMail
356;100001261;CARDSYSTEM;100001261;1;423120702;11.09.2012;10.09.2016;active;FirstIssue;14.09.2012;20.09.2012;StandardMail
357;100001262;CARDSYSTEM;100001262;1;184224206;19.04.2016;18.04.2020;active;FirstIssue;23.04.2016;30.04.2016;StandardMail
358;100001263;CARDSYSTEM;100001263;1;900831409;03.02.2016;02.02.2020;active;FirstIssue;06.02.2016;11.02.2016;StandardMail
359;100001264;CARDSYSTEM;100001264;1;61856575;06.04.2016;05.04.2020;active;FirstIssue;12.04.2016;16.04.2016;StandardMail
360;100001265;CARDSYSTEM;100001265;1;59538690;16.05.2017;15.05.2021;active;FirstIssue;21.05.2017;27.05.2017;StandardMail
361;100001266;CARDSYSTEM;100001266;1;605075291;19.11.2016;18.11.2020;active;FirstIssue;22.11.2016;29.11.2016;StandardMail
362;100001267;CARDSYSTEM;100001267;1;499932979;10.03.2013;09.03.2017;active;FirstIssue;15.03.2013;21.03.2013;StandardMail
363;100001268;CARDSYSTEM;100001268;1;302707671;17.08.2014;16.08.2018;active;FirstIssue;23.08.2014;25.08.2014;StandardMail
364;100001269;CARDSYSTEM;100001269;1;116653718;04.04.2012;03.04.2016;active;FirstIssue;10.04.2012;14.04.2012;StandardMail
365;100001270;CARDSYSTEM;100001270;1;752679802;05.03.2012;04.03.2016;active;FirstIssue;10.03.2012;13.03.2012;StandardMail
366;100001271;CARDSYSTEM;100001271;1;954343511;28.08.2016;27.08.2020;active;FirstIssue;03.09.2016;07.09.2016;StandardMail
